date,z1_mixed,z2_rates,z3_inflation,z1_mixed_s,z2_rates_s,z3_inflation_s,hmm_state,regime,regime_gate,composite_score
2006-06-09,1.7603274299101033,-0.5967513143120304,-0.411350869082186,0.8020048444439297,0.3241747208687075,0.2523574975780615,1,Bear,0.0,
2006-06-12,4.084599486565962,1.462351619411835,0.2732255412055192,0.7485646634341377,0.4519111261151062,0.27632486248159704,1,Bear,0.0,
2006-06-13,2.9004046902575267,0.5401692584994315,3.1173982858077554,0.5283227412677547,0.5291255066966685,0.3004471934489365,2,Neutral,0.5,
2006-06-14,-2.289863734232102,2.6859669636921004,-0.42039386824789954,0.18947672165188278,0.6057876996880927,0.18372196979833505,2,Neutral,0.5,
2006-06-15,-5.658836093272646,0.054760792656908884,-0.40483897979549277,-0.0254022751697896,0.5784409294793165,0.09720253805004539,2,Neutral,0.5,
2006-06-16,0.9747112397923761,0.8712717229999463,-0.3364987318217775,0.04139041891368064,0.5772781661116606,0.03578518219403262,2,Neutral,0.5,
2006-06-19,2.467346553773814,1.3484124918508877,1.236733727224365,0.06151707195321615,0.5614157248995905,-0.007017977961189692,2,Neutral,0.5,
2006-06-20,-0.18296412590541244,0.30609579585132907,-0.02573569172937057,-0.03864774909827817,0.5062034453399554,-0.11200872337568968,2,Neutral,0.5,
2006-06-21,-2.585905699424081,-0.2305810624723851,-0.8891966032950019,-0.13159675130941578,0.4609965482547518,-0.22131312037250572,2,Neutral,0.5,
2006-06-22,1.064869905716443,2.3631062001400727,-0.7339506049289856,-0.10183030611482015,0.45036853170590496,-0.29722334322319693,2,Neutral,0.5,
2006-06-23,-0.01633391467389664,0.8764879423236327,-0.5891992970529962,-0.13039887151178767,0.34410363173534975,-0.3512972029885987,2,Neutral,0.5,
2006-06-26,-1.2049292637300506,0.2600834939165278,-0.7220382659783181,-0.16467068475064972,0.2112195162353805,-0.39347595805078056,2,Neutral,0.5,
2006-06-27,3.173719861641259,0.2909522636961584,-0.8883707164449941,-0.14692956904054177,0.07589220185135381,-0.41922659771658555,0,Strong Bull,1.0,
2006-06-28,-1.715108623764421,1.5112019187619192,-0.0938560233884668,-0.2952209248645238,-0.070188115624913,-0.4215200314459701,0,Strong Bull,1.0,
2006-06-29,-5.456204762214581,-3.579005096439846,-0.6226746787832191,-0.372517895743511,-0.2953379348205216,-0.44019666557822984,0,Strong Bull,1.0,
2006-06-30,0.8408032718911133,-3.042631826935849,-0.9979706058707194,-0.19563052329894481,-0.35630439593516394,-0.4497493990502401,0,Strong Bull,1.0,
2006-07-03,-1.7205767601581854,0.09391281837450534,-0.2389167212106631,-0.07056484061388146,-0.282954485499772,-0.43189107218122635,3,Mild Bull,1.0,
2006-07-05,1.7761406331175393,3.5817976299419283,-1.6952564256790723,0.13700143804839693,-0.2284479402580939,-0.4236814628607408,3,Mild Bull,1.0,
2006-07-06,-0.30578711520443363,-2.4487072318253125,0.40234066236786553,0.26261075695721825,-0.3644536735264169,-0.3518931053993387,3,Mild Bull,1.0,
2006-07-07,2.656090701175883,-1.4565088595717874,0.8083413544445062,0.4166399694741222,-0.3962467288797951,-0.31781643632629686,1,Bear,0.0,
2006-07-10,-0.02450732830703552,-0.32886606353105974,0.4275643531957654,0.45869664540593813,-0.37502667769857373,-0.34004765679179516,1,Bear,0.0,
2006-07-11,-1.1581750411976777,-1.2345114558638106,-1.1657468686731953,0.5249135200234027,-0.35611465722572805,-0.4006594777566715,1,Bear,0.0,
2006-07-12,2.993144895407989,0.19989559895061307,-2.4153735060614046,0.6752848227019213,-0.29328279682097824,-0.4230169291757216,1,Bear,0.0,
